	YW1	YW2	YW3	YW4	YW5	YW6	YW7	YW8
ENSG00000274294	1	1	1	0	1	3	0	3
ENSG00000274295	0	0	0	0	0	0	0	0
ENSG00000274297	1	5	8	5	1	2	1	3
ENSG00000274299	0	0	0	0	0	0	0	0
ENSG00000274300	0	0	4	1	0	0	0	0
ENSG00000274303	0	0	3	1	1	0	1	0
ENSG00000274306	0	0	0	0	0	0	0	0
ENSG00000274307	0	0	0	0	0	1	0	0
ENSG00000274308	0	0	0	0	0	0	0	0
ENSG00000274309	0	0	0	0	0	0	0	0
ENSG00000274310	0	0	0	0	1	0	0	0
ENSG00000274312	0	0	0	0	0	0	0	0
ENSG00000274314	0	0	0	0	0	0	0	0
ENSG00000274315	13	11	18	20	22	15	27	8
ENSG00000274316	0	0	0	0	0	0	0	0
ENSG00000274317	0	0	0	0	0	0	1	0
ENSG00000274319	0	0	0	0	0	0	0	0
ENSG00000274321	0	0	0	0	0	0	0	0
ENSG00000274322	4	3	6	2	0	2	2	4
ENSG00000274326	0	0	0	0	0	0	0	0
ENSG00000274328	0	0	0	0	0	0	0	0
ENSG00000274330	5	10	15	7	4	5	9	12
ENSG00000274331	0	0	0	0	0	0	0	0
ENSG00000274333	6	5	5	7	7	1	4	8
ENSG00000274340	4	5	8	10	6	5	3	6
ENSG00000274341	2	3	2	3	0	0	5	1
ENSG00000274342	0	0	0	0	0	0	0	0
ENSG00000274343	0	0	0	0	0	0	0	0
ENSG00000274344	0	0	0	0	0	0	0	0
ENSG00000274346	3	3	2	2	1	3	1	3
ENSG00000274347	0	0	0	0	0	0	0	0
ENSG00000274349	200	246	307	346	162	195	268	219
ENSG00000274350	0	0	0	0	0	0	0	0
ENSG00000274351	0	0	0	0	0	0	0	0
ENSG00000274353	0	5	0	0	0	0	0	0
ENSG00000274354	0	0	0	0	0	0	0	0
ENSG00000274355	0	0	0	0	0	0	0	0
ENSG00000274356	1	0	0	0	0	0	0	0
ENSG00000274357	0	0	0	0	0	0	0	0
ENSG00000274363	7	6	9	15	7	2	4	7
ENSG00000274364	2	2	5	0	5	1	10	3
ENSG00000274365	0	0	0	0	0	0	0	0
ENSG00000274367	1	4	3	2	2	1	5	3
ENSG00000274369	0	0	0	0	0	0	0	0
ENSG00000274370	0	0	0	0	0	0	0	0
ENSG00000274372	35	34	44	66	35	21	49	35
ENSG00000274373	0	0	0	0	0	0	1	0
ENSG00000274374	0	0	0	0	0	0	0	0
ENSG00000274376	0	1	0	0	0	0	0	0
ENSG00000274378	0	1	4	12	4	1	3	2
ENSG00000274379	0	0	0	0	0	0	0	0
ENSG00000274380	0	0	0	1	0	0	0	0
ENSG00000274381	0	0	0	0	0	0	0	0
ENSG00000274383	50	56	111	102	105	41	76	71
ENSG00000274385	0	0	0	0	0	0	0	0
ENSG00000274386	39	45	47	46	36	39	42	43
ENSG00000274387	0	0	0	0	0	0	0	0
ENSG00000274390	0	0	1	0	0	0	0	0
ENSG00000274391	0	0	0	0	0	0	0	0
ENSG00000274396	0	0	0	0	0	0	0	0
ENSG00000274397	0	0	0	0	0	0	0	0
ENSG00000274398	0	0	0	0	0	0	0	0
ENSG00000274400	1	0	1	1	0	0	1	1
ENSG00000274403	2	7	8	9	4	7	7	10
ENSG00000274408	0	0	0	0	0	0	0	0
ENSG00000274409	0	0	0	0	0	0	0	0
ENSG00000274414	3	3	3	1	1	1	4	1
ENSG00000274415	0	0	0	0	0	0	0	0
ENSG00000274417	0	0	0	0	0	0	0	0
ENSG00000274419	0	0	0	0	0	0	0	0
ENSG00000274420	0	0	0	2	0	0	3	0
ENSG00000274421	3	0	1	5	2	1	2	2
ENSG00000274422	319	642	822	863	878	297	652	413
ENSG00000274423	0	1	2	3	2	1	6	2
ENSG00000274424	0	0	0	0	0	0	0	0
ENSG00000274425	429	356	429	472	327	455	442	456
ENSG00000274427	4	2	4	1	2	9	2	6
ENSG00000274428	0	0	0	1	0	0	0	0
ENSG00000274430	0	0	0	0	0	0	0	0
ENSG00000274432	0	0	0	0	0	0	0	0
ENSG00000274441	0	0	0	0	0	0	0	0
ENSG00000274443	1	0	0	2	0	1	0	1
ENSG00000274444	6	2	7	7	3	6	9	4
ENSG00000274445	0	0	0	0	0	0	0	0
ENSG00000274446	0	0	0	0	0	0	0	0
ENSG00000274447	1	1	1	3	0	0	0	1
ENSG00000274450	0	0	0	0	0	0	0	0
ENSG00000274451	0	0	0	0	0	0	0	0
ENSG00000274452	0	0	0	0	0	0	0	0
ENSG00000274455	0	0	1	0	0	2	1	0
ENSG00000274458	0	0	0	0	0	0	0	0
ENSG00000274459	0	0	0	0	0	0	0	0
ENSG00000274460	5	3	12	10	7	1	8	4
ENSG00000274461	0	0	0	1	0	0	0	0
ENSG00000274466	0	0	0	0	0	0	0	0
ENSG00000274467	0	0	0	0	0	0	0	0
ENSG00000274468	0	0	0	0	0	0	0	0
ENSG00000274469	0	0	0	0	0	0	0	0
ENSG00000274471	0	0	0	0	0	0	0	0
ENSG00000274472	0	0	0	0	0	0	0	0
ENSG00000274475	0	0	0	0	0	0	0	0
ENSG00000274478	0	0	0	0	0	0	0	0
ENSG00000274481	0	0	0	0	0	0	0	0
ENSG00000274484	0	0	0	0	0	0	0	0
ENSG00000274486	0	0	0	0	0	0	0	0
ENSG00000274487	196	193	279	261	149	195	270	198
ENSG00000274489	0	0	0	0	0	0	0	0
ENSG00000274491	0	0	0	0	0	0	0	0
ENSG00000274492	0	1	0	0	1	0	1	0
ENSG00000274493	0	0	0	0	0	0	0	0
ENSG00000274494	0	0	0	0	0	0	0	0
ENSG00000274499	0	0	0	0	0	0	0	0
ENSG00000274500	0	0	0	0	0	0	0	0
ENSG00000274501	0	0	0	0	0	0	0	0
ENSG00000274502	0	0	0	0	0	0	0	0
ENSG00000274503	0	0	0	0	0	0	0	0
ENSG00000274505	2	3	4	6	4	1	1	2
ENSG00000274507	0	0	0	0	0	0	0	0
ENSG00000274508	0	0	0	0	0	0	0	0
ENSG00000274510	0	0	0	0	0	0	0	0
ENSG00000274512	54	94	90	117	61	72	72	76
ENSG00000274514	1	0	0	0	0	0	1	1
ENSG00000274515	4	4	0	0	2	5	1	0
ENSG00000274516	0	0	0	0	0	0	0	0
ENSG00000274520	0	0	0	0	0	0	0	0
ENSG00000274523	2764	2298	2871	3344	2300	2737	2708	2784
ENSG00000274525	5	8	6	7	1	3	2	8
ENSG00000274528	6	13	5	5	2	11	5	3
ENSG00000274529	0	0	0	0	0	1	0	0
ENSG00000274532	0	0	0	0	0	0	0	0
ENSG00000274535	0	0	0	0	0	0	0	0
ENSG00000274536	0	0	0	0	0	0	0	0
ENSG00000274541	0	0	3	0	1	0	0	0
ENSG00000274544	0	0	0	0	0	0	0	0
ENSG00000274547	0	0	0	0	0	0	0	0
ENSG00000274549	12	10	8	8	6	11	20	10
ENSG00000274551	0	0	0	0	0	0	0	0
ENSG00000274552	5	3	2	1	1	3	2	2
ENSG00000274553	0	0	0	0	0	0	0	0
ENSG00000274554	0	0	0	0	0	0	0	0
ENSG00000274559	0	0	0	0	0	0	0	0
ENSG00000274560	0	1	1	0	0	0	0	0
ENSG00000274561	40	73	70	84	36	47	70	53
ENSG00000274562	0	0	0	0	0	0	0	0
ENSG00000274565	37	38	38	60	36	29	35	40
ENSG00000274568	0	0	0	0	0	0	0	0
ENSG00000274569	1	5	0	1	0	0	2	4
ENSG00000274570	0	0	0	0	0	0	0	0
ENSG00000274572	0	0	0	0	0	0	0	0
ENSG00000274576	0	0	0	0	0	0	0	0
ENSG00000274578	0	1	0	2	0	0	1	2
ENSG00000274579	0	0	0	0	0	0	0	0
ENSG00000274582	0	0	0	0	0	0	0	0
ENSG00000274583	0	0	0	0	0	0	0	0
ENSG00000274584	0	0	0	1	0	0	1	2
ENSG00000274585	0	0	0	0	0	0	0	0
ENSG00000274588	72	62	110	76	35	74	77	67
ENSG00000274589	0	1	0	0	0	0	0	0
ENSG00000274591	1	0	1	1	3	0	2	0
ENSG00000274594	0	0	0	0	0	0	0	0
ENSG00000274598	0	1	1	3	0	0	0	1
ENSG00000274599	0	0	0	0	0	0	0	0
ENSG00000274600	3	9	6	7	11	10	5	10
ENSG00000274601	0	0	0	0	0	0	0	0
ENSG00000274602	725	742	938	1048	600	665	717	815
ENSG00000274603	1	1	3	2	0	1	1	2
ENSG00000274605	243	194	246	263	192	239	198	252
ENSG00000274606	0	0	0	0	0	0	0	0
ENSG00000274607	0	0	0	0	0	0	0	0
ENSG00000274611	0	0	0	0	0	0	0	0
ENSG00000274612	0	0	0	0	0	0	0	0
ENSG00000274614	0	0	0	0	0	0	0	0
ENSG00000274615	3	8	14	16	6	9	6	4
ENSG00000274617	0	0	0	0	0	0	0	0
ENSG00000274618	0	0	0	0	0	0	0	0
ENSG00000274620	1	1	2	7	3	5	3	4
ENSG00000274621	0	0	0	0	0	0	0	0
ENSG00000274624	0	0	0	0	0	0	0	0
ENSG00000274625	0	0	0	0	0	0	0	0
ENSG00000274628	10	18	14	19	9	14	10	4
ENSG00000274629	0	0	0	1	0	0	0	0
ENSG00000274630	11	1	4	0	9	1	13	6
ENSG00000274631	0	0	0	0	0	0	0	0
ENSG00000274632	0	0	0	0	0	0	0	0
ENSG00000274637	0	0	0	0	0	0	0	0
ENSG00000274640	0	0	0	0	0	0	0	0
ENSG00000274641	7	20	22	11	8	6	9	18
ENSG00000274642	22	45	58	49	12	34	40	39
ENSG00000274647	0	0	0	0	0	0	0	0
ENSG00000274649	0	0	0	0	0	0	0	0
ENSG00000274652	0	0	0	0	0	0	0	0
ENSG00000274653	12	7	16	17	5	7	12	13
ENSG00000274654	0	2	1	0	1	0	0	1
ENSG00000274655	0	0	0	0	0	0	0	0
ENSG00000274656	0	0	0	0	0	0	0	0
ENSG00000274658	0	0	0	0	0	0	0	0
ENSG00000274659	0	0	0	0	0	0	0	0
ENSG00000274660	0	0	0	0	0	0	0	0
ENSG00000274662	0	0	0	0	0	0	0	0
ENSG00000274663	0	0	0	0	0	0	0	0
ENSG00000274664	0	0	1	0	0	0	0	0
ENSG00000274666	0	0	0	0	0	0	0	0
ENSG00000274667	13	9	25	26	5	10	16	17
ENSG00000274670	0	0	0	0	1	0	0	0
ENSG00000274677	13	15	4	16	16	11	4	3
ENSG00000274678	0	3	4	2	1	5	0	6
ENSG00000274680	0	0	0	0	0	0	0	0
ENSG00000274682	0	0	2	0	1	1	0	0
ENSG00000274685	0	0	0	0	0	0	0	0
ENSG00000274686	0	0	0	0	0	0	0	0
ENSG00000274688	0	0	0	0	0	0	0	0
ENSG00000274691	0	0	0	2	0	1	0	0
ENSG00000274693	1	0	0	0	1	0	0	0
ENSG00000274695	5	3	11	6	5	2	2	2
ENSG00000274697	0	0	0	0	0	0	0	0
ENSG00000274698	3	7	3	8	0	4	5	3
ENSG00000274701	0	0	0	0	0	0	0	0
ENSG00000274702	0	2	0	0	0	0	0	0
ENSG00000274704	0	0	0	0	0	0	0	0
ENSG00000274705	3	0	0	4	0	4	1	0
ENSG00000274709	0	0	0	0	0	0	0	0
ENSG00000274711	0	0	0	0	0	0	0	0
ENSG00000274712	145	185	204	243	130	179	145	186
ENSG00000274713	2	0	2	0	0	1	0	0
ENSG00000274716	0	0	0	0	0	0	0	0
ENSG00000274717	7	0	2	1	2	3	7	3
ENSG00000274718	35	55	71	65	39	42	74	49
ENSG00000274719	1	0	5	3	0	2	4	0
ENSG00000274721	0	0	0	0	0	0	0	0
ENSG00000274723	0	0	0	1	0	0	0	0
ENSG00000274727	0	0	0	0	0	0	0	0
ENSG00000274730	0	0	0	0	0	0	0	0
ENSG00000274732	0	0	0	0	0	0	0	0
ENSG00000274736	0	0	0	0	0	0	0	0
ENSG00000274737	2	7	7	3	2	4	5	6
ENSG00000274740	0	0	0	0	0	0	0	0
ENSG00000274742	0	0	0	0	0	0	0	0
ENSG00000274744	0	0	1	0	2	0	0	0
ENSG00000274747	0	0	0	0	0	2	0	0
ENSG00000274748	0	0	0	0	0	0	0	0
ENSG00000274749	0	0	0	0	0	0	0	0
ENSG00000274750	27	25	48	45	24	37	29	30
ENSG00000274751	13	21	15	23	14	12	12	10
ENSG00000274752	0	0	0	0	0	0	0	0
ENSG00000274755	0	0	0	0	0	0	0	0
ENSG00000274756	0	0	0	0	0	0	0	0
ENSG00000274758	0	1	0	0	0	0	1	0
ENSG00000274759	0	0	0	0	0	0	0	0
ENSG00000274760	0	0	0	0	0	0	0	0
ENSG00000274764	0	0	0	0	0	0	0	0
ENSG00000274765	0	0	0	1	2	1	1	1
ENSG00000274766	0	0	0	0	0	0	0	0
ENSG00000274767	0	0	0	0	0	0	0	0
ENSG00000274769	1	3	0	5	0	0	0	1
ENSG00000274770	0	0	0	0	0	0	0	0
ENSG00000274772	0	0	0	0	0	0	0	0
ENSG00000274775	0	1	5	0	1	0	3	0
ENSG00000274776	10	4	19	6	7	4	14	9
ENSG00000274777	0	0	0	0	0	0	0	0
ENSG00000274790	0	0	0	0	0	0	0	0
ENSG00000274791	0	0	0	0	0	0	0	0
ENSG00000274792	0	0	0	0	0	0	0	0
ENSG00000274797	0	0	0	4	0	0	1	0
ENSG00000274798	6	5	3	3	3	4	0	3
ENSG00000274799	2	0	1	0	0	6	0	2
ENSG00000274800	0	0	0	0	0	0	0	0
ENSG00000274805	3	1	0	4	0	0	3	5
ENSG00000274808	3	7	3	3	1	3	1	5
ENSG00000274809	0	0	0	0	0	0	0	0
ENSG00000274810	1	0	0	0	0	0	2	1
ENSG00000274813	0	0	0	0	0	0	0	0
ENSG00000274814	0	0	0	0	0	0	0	0
ENSG00000274816	0	0	0	0	0	3	0	0
ENSG00000274817	0	0	0	0	0	0	1	0
ENSG00000274818	7	4	4	4	1	3	2	3
ENSG00000274819	0	0	0	0	0	0	0	0
ENSG00000274820	0	0	0	0	0	0	0	0
ENSG00000274822	1	0	0	0	0	0	0	0
ENSG00000274823	0	0	0	0	0	0	0	0
ENSG00000274824	0	0	0	1	0	0	0	1
ENSG00000274825	12	14	14	7	15	14	19	16
ENSG00000274827	0	0	0	0	0	0	0	0
ENSG00000274828	0	0	0	0	0	0	0	0
ENSG00000274832	0	0	0	0	0	0	0	0
ENSG00000274833	0	0	1	0	0	0	0	0
ENSG00000274834	0	0	0	0	1	0	0	0
ENSG00000274835	0	0	0	0	0	0	0	0
ENSG00000274836	0	0	0	0	0	0	0	0
ENSG00000274837	0	0	0	0	0	0	0	0
ENSG00000274838	0	0	0	0	0	0	0	0
ENSG00000274840	10	15	14	13	7	8	13	12
ENSG00000274841	0	0	0	0	0	0	0	0
ENSG00000274844	0	0	0	0	0	0	0	0
ENSG00000274845	0	0	0	0	0	0	0	0
ENSG00000274847	0	0	0	0	0	0	0	0
ENSG00000274848	0	0	0	0	0	0	0	0
ENSG00000274849	3	5	13	11	3	8	1	4
ENSG00000274852	0	0	0	0	0	0	0	0
ENSG00000274855	0	0	0	0	0	0	0	0
ENSG00000274859	0	1	1	3	0	2	0	0
ENSG00000274860	0	0	0	0	0	0	0	0
ENSG00000274862	0	0	0	0	0	0	0	0
ENSG00000274863	0	0	0	0	0	0	0	0
ENSG00000274864	0	0	0	0	0	0	0	0
ENSG00000274866	0	0	0	0	0	0	0	0
ENSG00000274867	0	0	0	0	0	0	0	0
ENSG00000274868	0	0	0	0	0	0	0	0
ENSG00000274874	0	0	0	0	0	0	0	0
ENSG00000274878	0	0	0	0	0	0	0	0
ENSG00000274879	0	0	0	0	0	0	1	0
ENSG00000274883	0	0	0	0	0	0	0	0
ENSG00000274884	0	0	0	0	0	0	0	0
ENSG00000274885	3	3	3	0	1	5	3	2
ENSG00000274886	0	0	0	0	0	0	0	0
ENSG00000274892	0	0	1	1	2	0	0	0
ENSG00000274893	2	4	10	3	3	2	3	3
ENSG00000274895	15	21	22	26	15	16	22	9
ENSG00000274897	20	27	19	29	31	28	25	19
ENSG00000274898	1	2	0	5	2	1	2	5
ENSG00000274899	0	0	0	0	0	0	0	0
ENSG00000274901	0	0	0	0	0	0	0	0
ENSG00000274902	1	2	5	7	0	1	1	2
ENSG00000274903	0	0	0	0	0	0	0	0
ENSG00000274904	12	36	22	29	18	17	16	28
ENSG00000274915	0	0	0	0	0	0	0	0
ENSG00000274917	0	0	0	0	0	0	0	0
ENSG00000274918	1	4	5	7	0	6	2	6
ENSG00000274919	0	0	0	0	0	0	0	0
ENSG00000274922	17	34	18	33	18	21	26	19
ENSG00000274923	0	0	0	0	0	0	0	0
ENSG00000274925	169	239	281	322	192	214	237	234
ENSG00000274927	0	0	0	0	0	0	0	0
ENSG00000274928	0	1	0	0	0	0	0	0
ENSG00000274929	3	0	2	0	1	2	5	1
ENSG00000274930	0	0	0	0	0	0	0	0
ENSG00000274932	0	0	0	0	0	0	0	0
ENSG00000274933	0	1	1	0	0	1	1	0
ENSG00000274934	0	0	2	0	1	0	0	1
ENSG00000274937	0	0	0	2	0	0	4	0
ENSG00000274940	1	0	0	0	0	0	0	0
ENSG00000274943	58	62	105	80	73	59	93	76
ENSG00000274944	0	0	0	0	0	0	0	0
ENSG00000274949	0	0	0	0	0	0	0	0
ENSG00000274954	0	0	0	0	0	0	0	0
ENSG00000274956	0	0	0	1	0	0	0	0
ENSG00000274962	0	0	0	0	0	0	0	0
ENSG00000274963	1	5	8	12	6	5	4	1
ENSG00000274964	84	92	112	130	79	103	96	76
ENSG00000274966	0	0	0	0	0	0	0	0
ENSG00000274967	0	0	0	0	0	0	0	0
ENSG00000274969	0	0	0	0	0	0	0	0
ENSG00000274970	0	0	0	0	0	0	0	0
ENSG00000274973	0	0	0	0	0	0	0	0
ENSG00000274975	0	0	0	0	0	0	0	0
ENSG00000274976	5	3	4	4	3	3	7	3
ENSG00000274977	0	0	0	0	0	0	0	0
ENSG00000274978	0	0	0	0	0	0	0	0
ENSG00000274979	1	4	5	1	3	0	1	1
ENSG00000274984	0	0	0	0	0	0	0	0
ENSG00000274985	2	2	0	0	0	0	0	1
ENSG00000274986	0	0	0	0	0	0	0	0
ENSG00000274987	1	8	14	19	9	10	18	7
ENSG00000274988	0	0	0	0	0	0	0	0
ENSG00000274993	0	0	0	1	0	0	1	0
ENSG00000274994	0	0	0	0	0	0	0	0
ENSG00000274995	0	2	0	0	1	0	2	0
ENSG00000274996	0	0	0	0	0	0	0	0
ENSG00000274997	2	2	2	2	5	4	2	2
ENSG00000274998	0	0	0	0	0	0	0	0
ENSG00000274999	0	0	0	0	0	0	0	0
ENSG00000275001	0	0	0	0	0	0	0	0
ENSG00000275002	0	0	0	0	0	0	0	0
ENSG00000275004	53	53	71	68	14	59	50	59
ENSG00000275005	0	0	0	0	0	0	0	0
ENSG00000275006	0	0	0	0	0	0	0	0
ENSG00000275011	2	0	5	2	0	0	0	0
ENSG00000275012	0	0	0	0	0	0	0	0
ENSG00000275014	0	0	3	1	0	0	1	0
ENSG00000275015	0	0	0	0	0	0	0	0
ENSG00000275016	0	1	0	0	0	0	0	0
ENSG00000275017	0	0	0	0	0	0	0	0
ENSG00000275022	5	1	4	4	0	2	1	1
ENSG00000275023	3255	3156	3726	4487	1495	3035	3569	3584
ENSG00000275024	0	0	0	1	0	0	0	0
ENSG00000275025	0	0	0	0	0	0	0	0
ENSG00000275026	2	9	5	15	1	6	10	6
ENSG00000275029	0	0	0	0	3	0	0	0
ENSG00000275030	0	0	0	0	0	0	0	0
ENSG00000275033	0	0	0	0	0	0	0	0
ENSG00000275034	0	0	0	0	0	0	0	0
ENSG00000275036	0	0	0	0	0	0	0	0
ENSG00000275038	6	20	9	11	9	16	13	6
ENSG00000275040	0	0	0	0	0	0	0	0
ENSG00000275041	1	0	0	1	0	0	0	0
ENSG00000275043	0	0	0	0	0	0	0	0
ENSG00000275046	0	0	0	0	0	0	0	0
ENSG00000275048	0	0	0	0	0	0	0	0
ENSG00000275052	3944	4051	5621	5503	3107	3958	4847	4471
ENSG00000275054	0	0	0	0	0	0	0	0
ENSG00000275055	20	23	20	30	19	21	14	12
ENSG00000275056	4	1	7	11	4	8	5	7
ENSG00000275060	0	0	0	0	0	0	0	0
ENSG00000275061	0	0	0	0	0	0	0	0
ENSG00000275063	0	0	0	0	0	0	0	0
ENSG00000275064	3	0	3	4	2	0	3	0
ENSG00000275066	1295	1339	1774	1755	781	1265	1566	1371
ENSG00000275067	0	0	0	0	0	0	0	0
ENSG00000275068	0	0	0	0	0	0	0	0
ENSG00000275069	0	0	0	0	0	0	0	0
ENSG00000275070	0	1	0	2	0	2	0	2
ENSG00000275071	0	0	0	0	0	0	0	0
ENSG00000275072	0	0	0	0	0	0	0	0
ENSG00000275074	141	142	174	194	117	174	159	173
ENSG00000275075	0	0	0	0	0	0	0	0
ENSG00000275078	0	0	0	0	0	0	0	0
ENSG00000275084	8	4	5	9	9	8	2	6
ENSG00000275088	2	0	0	2	1	2	0	0
ENSG00000275090	0	0	0	0	0	0	0	0
ENSG00000275091	5	2	7	14	4	15	3	4
ENSG00000275092	11	6	9	9	2	8	7	8
ENSG00000275094	0	0	0	0	0	0	0	0
ENSG00000275097	0	0	0	0	0	0	0	0
ENSG00000275101	0	0	0	0	0	0	0	0
ENSG00000275103	0	0	0	0	0	0	0	0
ENSG00000275106	6	8	13	14	6	11	14	15
ENSG00000275107	0	0	0	0	0	0	0	0
ENSG00000275108	0	0	0	0	0	0	0	0
ENSG00000275109	0	0	0	0	0	0	0	0
ENSG00000275110	0	0	0	0	0	0	0	0
ENSG00000275111	295	266	357	376	218	315	332	287
ENSG00000275113	0	0	0	0	0	0	0	0
ENSG00000275115	0	0	0	0	0	0	0	0
ENSG00000275119	0	0	0	0	0	0	0	0
ENSG00000275120	27	32	35	49	9	34	29	24
ENSG00000275121	0	0	0	0	0	0	0	0
ENSG00000275126	0	0	0	0	0	0	0	0
ENSG00000275127	0	0	0	0	0	0	0	0
ENSG00000275128	0	0	0	0	0	0	0	0
ENSG00000275129	0	0	0	0	0	0	0	0
ENSG00000275130	0	0	0	0	0	0	0	0
ENSG00000275131	429	515	613	667	235	352	512	451
ENSG00000275132	2	2	0	0	0	0	1	0
ENSG00000275134	0	0	0	0	0	0	0	0
ENSG00000275138	0	0	0	0	0	0	0	0
ENSG00000275139	0	0	0	0	0	0	0	0
ENSG00000275140	1	2	0	3	1	0	2	1
ENSG00000275141	0	0	0	0	0	0	0	0
ENSG00000275143	0	0	0	0	0	0	0	0
ENSG00000275144	0	0	0	0	0	0	0	0
ENSG00000275146	0	0	0	0	0	0	0	0
ENSG00000275152	0	0	0	0	0	0	0	0
ENSG00000275154	0	0	0	0	0	0	0	0
ENSG00000275155	8	12	10	21	6	6	8	12
ENSG00000275157	0	0	0	0	0	0	0	0
ENSG00000275158	0	0	0	0	0	0	0	0
ENSG00000275160	8	8	12	22	12	15	7	19
ENSG00000275161	0	0	0	0	0	0	0	0
ENSG00000275162	1	2	5	8	3	4	5	1
ENSG00000275163	0	0	0	0	0	0	0	0
ENSG00000275166	1	0	0	0	1	0	0	1
ENSG00000275167	0	0	0	0	0	0	0	0
ENSG00000275170	0	0	0	0	0	0	0	0
ENSG00000275173	0	0	0	0	0	0	0	0
ENSG00000275174	0	0	0	0	0	0	0	0
ENSG00000275175	2	0	1	3	4	2	2	1
ENSG00000275178	0	0	0	0	0	1	0	0
ENSG00000275180	36	42	80	59	39	75	34	84
ENSG00000275183	0	0	0	0	0	0	1	0
ENSG00000275185	53	84	79	106	143	64	98	82
ENSG00000275186	0	0	0	0	0	0	0	0
ENSG00000275191	1	7	12	10	3	15	8	11
ENSG00000275194	0	0	0	0	0	0	0	0
ENSG00000275197	1	2	1	1	0	0	1	5
ENSG00000275198	13	19	12	15	13	10	12	16
ENSG00000275201	0	0	0	0	0	0	0	0
ENSG00000275202	30	19	22	19	15	17	14	27
ENSG00000275206	0	0	0	0	0	0	0	0
ENSG00000275207	1	1	2	0	1	0	1	0
ENSG00000275208	0	0	1	0	1	1	0	0
ENSG00000275210	0	0	0	0	0	0	0	0
ENSG00000275212	0	0	0	0	0	0	0	0
ENSG00000275213	0	0	0	0	0	0	0	0
ENSG00000275215	0	0	0	0	0	0	0	0
ENSG00000275216	1	2	0	0	0	0	0	0
ENSG00000275219	0	0	0	0	0	0	0	0
ENSG00000275221	6	8	6	7	2	9	3	15
ENSG00000275222	0	0	0	0	0	0	0	0
ENSG00000275223	19	21	27	40	9	30	19	24
ENSG00000275226	0	0	0	0	0	0	0	0
ENSG00000275227	0	5	8	7	0	3	1	1
ENSG00000275228	0	0	1	0	0	0	0	0
ENSG00000275229	0	0	0	0	0	0	0	0
ENSG00000275230	0	0	0	0	0	0	0	0
ENSG00000275231	0	0	0	0	0	0	0	0
ENSG00000275232	0	0	0	0	0	0	0	0
ENSG00000275234	0	6	0	2	2	5	15	2
ENSG00000275236	1	3	4	6	2	3	4	4
ENSG00000275238	0	0	0	0	0	0	0	0
ENSG00000275239	0	0	0	0	0	0	0	0
ENSG00000275243	0	0	0	0	0	0	0	0
ENSG00000275248	0	0	0	3	0	0	0	2
ENSG00000275249	0	0	0	0	0	0	0	0
ENSG00000275250	0	0	0	0	0	0	0	0
ENSG00000275254	0	0	0	0	0	0	0	0
ENSG00000275256	0	0	0	0	0	0	0	0
ENSG00000275259	0	0	0	0	0	0	0	0
ENSG00000275263	31	21	42	41	28	25	20	32
ENSG00000275265	2	0	4	4	1	2	3	2
ENSG00000275266	1	0	0	2	2	0	0	2
ENSG00000275268	0	0	0	0	0	0	0	0
ENSG00000275273	0	0	1	0	0	0	0	0
ENSG00000275278	0	0	0	0	0	0	0	0
ENSG00000275280	0	0	0	0	0	0	0	0
ENSG00000275285	0	0	0	0	1	0	0	0
ENSG00000275286	0	0	0	0	1	0	0	1
ENSG00000275287	0	0	0	0	0	0	0	0
ENSG00000275291	0	0	0	0	0	0	0	0
ENSG00000275293	0	0	0	0	0	1	0	0
ENSG00000275294	22	28	48	49	22	32	30	31
ENSG00000275295	0	0	0	0	0	0	0	0
ENSG00000275296	0	0	0	0	0	0	0	0
ENSG00000275297	3	2	3	11	5	5	2	3
ENSG00000275302	0	0	0	0	0	0	0	0
ENSG00000275305	0	0	0	0	0	0	0	0
ENSG00000275307	0	0	0	0	0	0	0	0
ENSG00000275310	0	0	0	0	0	0	0	0
ENSG00000275312	0	0	0	0	0	0	0	0
ENSG00000275314	0	0	0	0	0	0	0	0
ENSG00000275315	0	0	0	0	0	0	0	0
ENSG00000275318	35	40	66	33	20	29	45	25
ENSG00000275319	0	0	0	0	0	0	0	0
ENSG00000275320	0	0	0	0	2	0	0	0
ENSG00000275322	15	13	14	15	3	15	12	9
ENSG00000275325	62	120	165	141	49	85	117	97
ENSG00000275327	0	1	0	0	1	1	0	0
ENSG00000275328	0	0	0	0	0	0	0	0
ENSG00000275329	12	10	9	9	6	10	12	16
ENSG00000275332	1	2	4	0	0	0	2	0
ENSG00000275334	0	0	2	1	1	0	3	2
ENSG00000275335	0	0	0	0	0	0	0	0
ENSG00000275337	0	0	0	0	0	0	0	0
ENSG00000275339	0	0	0	0	0	0	0	0
ENSG00000275340	0	1	3	1	0	1	0	1
ENSG00000275342	447	387	440	488	263	362	389	447
ENSG00000275343	0	0	0	0	1	0	0	0
ENSG00000275344	0	0	0	0	0	0	0	0
ENSG00000275345	5	8	7	7	3	2	4	2
ENSG00000275348	0	0	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0	0	0
ENSG00000275352	0	0	0	0	0	0	0	0
ENSG00000275355	0	0	0	0	0	0	0	0
ENSG00000275356	0	0	0	0	0	0	0	0
ENSG00000275358	0	0	0	0	0	0	0	0
ENSG00000275359	0	0	0	0	0	0	0	0
ENSG00000275360	0	0	1	0	0	0	0	0
ENSG00000275361	0	0	0	0	0	0	0	0
ENSG00000275362	0	0	0	0	0	0	0	0
